team,label
"[('DeShawn Stevenson', 'gp', 'ast_pct', 'nan'), ('Jelani McCoy', 'player_height', 'oreb_pct', 'player_weight'), ('Brendan Haywood', 'player_weight', 'oreb_pct', 'player_height'), ('Jahidi White', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Andre Emmett', 'player_weight', 'nan', 'nan')]",0
"[('Earl Boykins', 'ast_pct', 'gp', 'ast'), ('Jerry Stackhouse', 'usg_pct', 'ast', 'ast_pct'), ('Kenny Thomas', 'reb', 'oreb_pct', 'dreb_pct'), ('Jeff McInnis', 'ast', 'ast_pct', 'gp'), ('Derek Anderson', 'ast', 'net_rating', 'gp')]",0
"[('Gary Payton', 'ast', 'ast_pct', 'pts'), ('Bruno Sundov', 'player_height', 'dreb_pct', 'player_weight'), ('Ira Newble', 'gp', 'ts_pct', 'age'), ('Roshown McLeod', 'usg_pct', 'pts', 'player_height'), ('Johnny Newman', 'age', 'ts_pct', 'net_rating')]",1
"[('Jerome Moiso', 'dreb_pct', 'player_height', 'net_rating'), ('Joseph Forte', 'usg_pct', 'ast_pct', 'nan'), ('Keith Van Horn', 'pts', 'reb', 'player_weight'), ('Ruben Patterson', 'ts_pct', 'pts', 'gp'), ('Mario Elie', 'age', 'ts_pct', 'gp')]",1
"[('Jelani McCoy', 'dreb_pct', 'oreb_pct', 'player_height'), ('Richard Hamilton', 'pts', 'ast', 'usg_pct'), ('Speedy Claxton', 'ast_pct', 'ast', 'net_rating'), ('Theo Ratliff', 'age', 'player_height', 'reb'), ('Mikki Moore', 'oreb_pct', 'player_height', 'dreb_pct')]",1
"[('Rodney White', 'usg_pct', 'gp', 'player_height'), ('Troy Murphy', 'reb', 'dreb_pct', 'pts'), ('Jarvis Hayes', 'pts', 'reb', 'dreb_pct'), ('Mark Pope', 'player_height', 'player_weight', 'age'), ('Juan Dixon', 'usg_pct', 'ast_pct', 'gp')]",1
"[('Gordan Giricek', 'gp', 'pts', 'usg_pct'), ('Dan Dickau', 'ast_pct', 'usg_pct', 'ts_pct'), ('Bruce Bowen', 'net_rating', 'gp', 'age'), ('Francisco Elson', 'player_height', 'dreb_pct', 'gp'), ('Malik Allen', 'player_weight', 'gp', 'player_height')]",0
"[('Steve Kerr', 'age', 'gp', 'ts_pct'), ('George Lynch', 'reb', 'gp', 'net_rating'), ('Ike Fontaine', 'nan', 'nan', 'nan'), ('Trenton Hassell', 'gp', 'ast', 'nan'), ('Alvin Williams', 'ast', 'ast_pct', 'gp')]",0
"[('Erik Daniels', 'oreb_pct', 'dreb_pct', 'player_height'), (""Jermaine O'Neal"", 'reb', 'usg_pct', 'pts'), ('Frank Williams', 'ast_pct', 'nan', 'nan'), ('Richie Frahm', 'ts_pct', 'net_rating', 'nan'), ('Chris Jefferies', 'player_height', 'nan', 'nan')]",0
"[('Elton Brand', 'reb', 'pts', 'usg_pct'), ('Gary Trent', 'gp', 'oreb_pct', 'player_weight'), ('Boris Diaw', 'gp', 'reb', 'ast'), ('Troy Murphy', 'reb', 'dreb_pct', 'pts'), ('Ervin Johnson', 'age', 'oreb_pct', 'player_weight')]",1
"[('Lamond Murray', 'age', 'ts_pct', 'net_rating'), ('Brent Price', 'usg_pct', 'ast_pct', 'age'), ('Greg Buckner', 'net_rating', 'nan', 'nan'), ('Randy Livingston', 'net_rating', 'ast_pct', 'ast'), ('Dirk Nowitzki', 'pts', 'reb', 'dreb_pct')]",0
"[('Corliss Williamson', 'player_weight', 'usg_pct', 'pts'), ('Smush Parker', 'ast_pct', 'usg_pct', 'ts_pct'), ('Michael Finley', 'pts', 'age', 'net_rating'), ('Kevin Willis', 'age', 'dreb_pct', 'reb'), ('Ansu Sesay', 'oreb_pct', 'dreb_pct', 'player_height')]",1
"[('Eric Piatkowski', 'age', 'ts_pct', 'gp'), ('Zach Randolph', 'oreb_pct', 'player_weight', 'usg_pct'), ('Sam Jacobson', 'net_rating', 'ts_pct', 'nan'), ('Brian Skinner', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Calvin Booth', 'player_height', 'dreb_pct', 'age')]",1
"[('Reggie Slater', 'oreb_pct', 'player_weight', 'usg_pct'), ('James Posey', 'gp', 'reb', 'pts'), ('Bobby Simmons', 'oreb_pct', 'player_weight', 'dreb_pct'), ('Adonal Foyle', 'reb', 'oreb_pct', 'player_weight'), ('Jason Kapono', 'ts_pct', 'player_height', 'nan')]",1
"[('Brian Shaw', 'age', 'gp', 'ast'), ('Troy Hudson', 'usg_pct', 'gp', 'ast_pct'), ('Reggie Slater', 'oreb_pct', 'player_weight', 'ts_pct'), ('Marcus Haislip', 'player_height', 'oreb_pct', 'ts_pct'), ('Bryce Drew', 'ast_pct', 'net_rating', 'age')]",1
"[('Anthony Miller', 'net_rating', 'ts_pct', 'age'), ('Efthimios Rentzias', 'player_height', 'player_weight', 'oreb_pct'), ('Wesley Person', 'age', 'ts_pct', 'net_rating'), ('Smush Parker', 'ast_pct', 'usg_pct', 'ts_pct'), ('Quincy Lewis', 'nan', 'nan', 'nan')]",0
"[('Dean Oliver', 'ast_pct', 'oreb_pct', 'nan'), ('Tony Battie', 'dreb_pct', 'player_height', 'reb'), ('Chris Childs', 'ast_pct', 'ast', 'age'), ('Michael Redd', 'ts_pct', 'usg_pct', 'pts'), ('Darrell Armstrong', 'ast', 'age', 'ast_pct')]",1
"[('John Starks', 'age', 'gp', 'net_rating'), (""Shaquille O'Neal"", 'player_weight', 'pts', 'reb'), ('Shandon Anderson', 'net_rating', 'age', 'gp'), ('DerMarr Johnson', 'gp', 'player_height', 'ts_pct'), ('Chucky Brown', 'age', 'dreb_pct', 'player_height')]",1
"[('Derek Fisher', 'gp', 'ast', 'net_rating'), ('Fred Hoiberg', 'ts_pct', 'gp', 'age'), ('Sean Colson', 'ast_pct', 'usg_pct', 'nan'), ('Brandon Hunter', 'oreb_pct', 'player_weight', 'dreb_pct'), ('Steven Hunter', 'player_height', 'player_weight', 'dreb_pct')]",1
"[('Sasha Vujacic', 'ast_pct', 'net_rating', 'dreb_pct'), ('Shareef Abdur-Rahim', 'pts', 'reb', 'usg_pct'), ('Dee Brown', 'age', 'nan', 'nan'), ('Chris Andersen', 'dreb_pct', 'oreb_pct', 'player_height'), ('Gary Payton', 'ast', 'ast_pct', 'pts')]",0
"[('Cuttino Mobley', 'pts', 'usg_pct', 'gp'), (""Jermaine O'Neal"", 'reb', 'usg_pct', 'pts'), ('Grant Hill', 'pts', 'usg_pct', 'age'), ('Mario Elie', 'age', 'ts_pct', 'gp'), ('Steven Smith', 'age', 'net_rating', 'ts_pct')]",1
"[('Tyrone Nesby', 'player_weight', 'gp', 'dreb_pct'), ('Michael Smith', 'dreb_pct', 'reb', 'oreb_pct'), ('Marcus Camby', 'dreb_pct', 'reb', 'player_height'), ('Rasheed Wallace', 'pts', 'reb', 'player_height'), ('Maurice Evans', 'usg_pct', 'ast_pct', 'ts_pct')]",1
"[('Chris Owens', 'oreb_pct', 'net_rating', 'usg_pct'), ('Travis Outlaw', 'oreb_pct', 'usg_pct', 'player_height'), ('Hakeem Olajuwon', 'age', 'reb', 'dreb_pct'), ('Leandro Barbosa', 'ts_pct', 'gp', 'ast_pct'), ('Earl Watson', 'ast_pct', 'net_rating', 'gp')]",1
"[('Ibrahim Kutluay', 'age', 'nan', 'nan'), ('Keith McLeod', 'ast_pct', 'ast', 'nan'), ('Kirk Penney', 'usg_pct', 'nan', 'nan'), ('Oscar Torres', 'gp', 'ts_pct', 'nan'), ('Samaki Walker', 'dreb_pct', 'reb', 'player_weight')]",0
"[('Aaron McKie', 'ast', 'ast_pct', 'net_rating'), ('Matt Bonner', 'ts_pct', 'gp', 'player_height'), ('Tony Battie', 'dreb_pct', 'player_height', 'reb'), ('Chris Crawford', 'usg_pct', 'player_height', 'player_weight'), ('Stacey Augmon', 'age', 'gp', 'net_rating')]",1
"[('Rashard Lewis', 'pts', 'reb', 'gp'), ('Stephen Jackson', 'gp', 'net_rating', 'usg_pct'), ('Tracy Murray', 'age', 'oreb_pct', 'player_weight'), ('Chris Jefferies', 'net_rating', 'usg_pct', 'ts_pct'), ('Michael Doleac', 'player_weight', 'dreb_pct', 'player_height')]",1
"[('Gerard King', 'ts_pct', 'player_height', 'dreb_pct'), ('Chris Dudley', 'oreb_pct', 'age', 'player_weight'), ('Eric Piatkowski', 'ts_pct', 'age', 'gp'), ('Matt Carroll', 'ts_pct', 'nan', 'nan'), ('Tamar Slay', 'usg_pct', 'player_height', 'net_rating')]",0
"[('Andrei Kirilenko', 'pts', 'ts_pct', 'reb'), ('Jahidi White', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Eddie Robinson', 'ts_pct', 'gp', 'net_rating'), ('Olden Polynice', 'age', 'oreb_pct', 'player_height'), ('Fred Hoiberg', 'gp', 'dreb_pct', 'age')]",1
"[('Shane Battier', 'pts', 'gp', 'reb'), ('Juwan Howard', 'pts', 'reb', 'usg_pct'), ('Chris Andersen', 'dreb_pct', 'oreb_pct', 'player_height'), ('Trenton Hassell', 'gp', 'ast', 'nan'), ('Bo Outlaw', 'reb', 'ts_pct', 'gp')]",1
"[('Rafael Araujo', 'player_weight', 'dreb_pct', 'player_height'), ('Troy Murphy', 'reb', 'dreb_pct', 'player_height'), ('A.J. Guyton', 'ast_pct', 'usg_pct', 'nan'), ('Charles Smith', 'usg_pct', 'gp', 'net_rating'), ('Brian Grant', 'reb', 'dreb_pct', 'gp')]",1
"[('Adrian Griffin', 'dreb_pct', 'age', 'player_weight'), ('Tom Gugliotta', 'age', 'dreb_pct', 'player_weight'), ('Dana Barros', 'ts_pct', 'age', 'nan'), ('Adonal Foyle', 'dreb_pct', 'player_weight', 'oreb_pct'), ('Josh Davis', 'oreb_pct', 'net_rating', 'dreb_pct')]",0
"[('Primoz Brezec', 'oreb_pct', 'player_height', 'net_rating'), ('Marko Jaric', 'ast', 'ast_pct', 'net_rating'), ('Shandon Anderson', 'gp', 'age', 'ts_pct'), ('Larry Robinson', 'dreb_pct', 'age', 'net_rating'), ('Rafer Alston', 'ast', 'ast_pct', 'gp')]",1
"[('Sam Cassell', 'ast', 'ast_pct', 'pts'), ('Lari Ketner', 'player_weight', 'ast_pct', 'player_height'), ('Joe Johnson', 'pts', 'net_rating', 'gp'), ('Metta World Peace', 'pts', 'usg_pct', 'ts_pct'), ('Ira Newble', 'gp', 'age', 'net_rating')]",1
"[('Soumaila Samake', 'oreb_pct', 'dreb_pct', 'player_height'), ('Bill Curley', 'oreb_pct', 'ts_pct', 'player_height'), ('Kendall Gill', 'age', 'gp', 'net_rating'), ('Nick Anderson', 'age', 'net_rating', 'player_weight'), ('Jason Williams', 'ast', 'ast_pct', 'gp')]",1
"[('Troy Murphy', 'reb', 'dreb_pct', 'pts'), ('Trenton Hassell', 'gp', 'ast', 'nan'), ('William Avery', 'ast_pct', 'usg_pct', 'net_rating'), ('Donny Marshall', 'dreb_pct', 'usg_pct', 'age'), ('Milt Palacio', 'ast_pct', 'ts_pct', 'ast')]",1
"[('Michael Redd', 'pts', 'usg_pct', 'gp'), ('Chris Duhon', 'ast', 'ast_pct', 'gp'), ('Emanual Davis', 'age', 'ast_pct', 'nan'), ('Erick Dampier', 'player_weight', 'player_height', 'reb'), ('Travis Outlaw', 'oreb_pct', 'usg_pct', 'player_height')]",1
"[('Michael Dickerson', 'pts', 'ast', 'usg_pct'), ('Reggie Slater', 'player_weight', 'oreb_pct', 'age'), ('Andrei Kirilenko', 'gp', 'net_rating', 'ts_pct'), ('Pau Gasol', 'pts', 'reb', 'usg_pct'), ('Ira Bowman', 'ast_pct', 'oreb_pct', 'ast')]",1
"[('Torraye Braggs', 'oreb_pct', 'net_rating', 'player_weight'), ('Rasho Nesterovic', 'reb', 'oreb_pct', 'player_height'), ('Jeff McInnis', 'ast_pct', 'gp', 'ast'), ('Matt Harpring', 'pts', 'reb', 'ts_pct'), ('Othella Harrington', 'ts_pct', 'age', 'player_height')]",1
"[('Lawrence Funderburke', 'age', 'ts_pct', 'player_height'), ('Gordan Giricek', 'gp', 'pts', 'usg_pct'), ('Bob Sura', 'ast_pct', 'ast', 'gp'), ('Tim Duncan', 'reb', 'pts', 'usg_pct'), ('Maurice Taylor', 'player_weight', 'usg_pct', 'gp')]",1
"[('Ruben Wolkowyski', 'player_weight', 'player_height', 'net_rating'), ('Antoine Walker', 'reb', 'pts', 'usg_pct'), ('Eddie Robinson', 'player_height', 'age', 'ts_pct'), ('Corie Blount', 'age', 'oreb_pct', 'dreb_pct'), ('Jason Richardson', 'pts', 'gp', 'ast')]",1
"[('Rodney Buford', 'gp', 'reb', 'pts'), ('Shane Battier', 'gp', 'net_rating', 'ts_pct'), ('Samuel Dalembert', 'reb', 'oreb_pct', 'dreb_pct'), ('Erik Daniels', 'oreb_pct', 'dreb_pct', 'player_height'), ('Don Reid', 'player_weight', 'age', 'player_height')]",1
"[('Chris Carr', 'ts_pct', 'usg_pct', 'nan'), ('Casey Jacobsen', 'gp', 'ts_pct', 'net_rating'), ('Brendan Haywood', 'player_weight', 'oreb_pct', 'reb'), ('Paul Pierce', 'pts', 'usg_pct', 'reb'), ('Bonzi Wells', 'usg_pct', 'ts_pct', 'gp')]",1
"[('Linton Johnson', 'dreb_pct', 'oreb_pct', 'reb'), ('Monty Williams', 'gp', 'oreb_pct', 'age'), ('Tracy McGrady', 'pts', 'usg_pct', 'ast'), ('Anthony Carter', 'ast_pct', 'ast', 'nan'), ('Kwame Brown', 'player_height', 'dreb_pct', 'oreb_pct')]",1
"[('Tremaine Fowlkes', 'oreb_pct', 'player_height', 'nan'), ('Scott Padgett', 'oreb_pct', 'ts_pct', 'gp'), ('Malik Rose', 'oreb_pct', 'dreb_pct', 'net_rating'), ('Ricky Davis', 'usg_pct', 'gp', 'pts'), ('A.C. Green', 'age', 'gp', 'oreb_pct')]",0
"[('Grant Long', 'age', 'player_weight', 'player_height'), ('Lee Nailon', 'player_weight', 'net_rating', 'ts_pct'), ('Justin Reed', 'net_rating', 'ts_pct', 'oreb_pct'), ('Joe Johnson', 'pts', 'net_rating', 'gp'), ('Tony Massenburg', 'age', 'player_weight', 'oreb_pct')]",1
"[('Toni Kukoc', 'player_height', 'age', 'ast_pct'), ('Chris Bosh', 'reb', 'gp', 'player_height'), ('Donnell Harvey', 'dreb_pct', 'oreb_pct', 'ts_pct'), ('Linton Johnson', 'net_rating', 'dreb_pct', 'player_height'), ('Jason Collins', 'player_height', 'player_weight', 'reb')]",0
"[('Dirk Nowitzki', 'pts', 'reb', 'dreb_pct'), ('Ben Wallace', 'reb', 'dreb_pct', 'oreb_pct'), ('Michael Olowokandi', 'reb', 'dreb_pct', 'player_weight'), ('Lucious Harris', 'gp', 'age', 'pts'), ('Tim Thomas', 'gp', 'usg_pct', 'player_height')]",1
"[('Shandon Anderson', 'gp', 'ts_pct', 'age'), ('Jarron Collins', 'player_weight', 'ts_pct', 'gp'), ('Anthony Johnson', 'ast_pct', 'gp', 'ast'), ('Obinna Ekezie', 'oreb_pct', 'player_weight', 'dreb_pct'), ('John Edwards', 'player_weight', 'player_height', 'oreb_pct')]",1
"[('Brian Cook', 'dreb_pct', 'player_height', 'player_weight'), ('Mark Jackson', 'ast_pct', 'age', 'ast'), ('Tim Thomas', 'gp', 'usg_pct', 'player_height'), ('Billy Owens', 'oreb_pct', 'age', 'reb'), ('Mike Miller', 'ts_pct', 'pts', 'gp')]",1
"[('Scott Burrell', 'age', 'usg_pct', 'ts_pct'), ('Matt Harpring', 'pts', 'ts_pct', 'reb'), ('Eddie Jones', 'pts', 'gp', 'age'), ('Travis Hansen', 'oreb_pct', 'net_rating', 'nan'), ('Juwan Howard', 'reb', 'pts', 'gp')]",1
"[('Curtis Borchardt', 'player_height', 'dreb_pct', 'player_weight'), ('Kevin Ollie', 'age', 'ast_pct', 'net_rating'), ('Victor Alexander', 'usg_pct', 'dreb_pct', 'player_weight'), ('Shane Battier', 'pts', 'gp', 'reb'), ('Quincy Lewis', 'nan', 'nan', 'nan')]",0
"[('Hakeem Olajuwon', 'age', 'reb', 'dreb_pct'), ('Nene', 'player_weight', 'oreb_pct', 'player_height'), (""Jermaine O'Neal"", 'reb', 'pts', 'dreb_pct'), ('Earl Boykins', 'ast_pct', 'usg_pct', 'ast'), ('Corey Benjamin', 'usg_pct', 'gp', 'ast_pct')]",1
"[(""Jermaine O'Neal"", 'reb', 'usg_pct', 'pts'), ('Beno Udrih', 'ast_pct', 'net_rating', 'gp'), ('Jahidi White', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Vladimir Stepania', 'dreb_pct', 'oreb_pct', 'player_height'), ('Chauncey Billups', 'ast', 'ast_pct', 'pts')]",1
"[('Bobby Simmons', 'oreb_pct', 'player_weight', 'ts_pct'), ('Lindsey Hunter', 'usg_pct', 'age', 'ast_pct'), ('Dell Curry', 'age', 'gp', 'ts_pct'), ('Pat Garrity', 'gp', 'ts_pct', 'net_rating'), ('Cherokee Parks', 'oreb_pct', 'player_height', 'dreb_pct')]",1
"[('Shawn Kemp', 'player_weight', 'dreb_pct', 'age'), ('John Starks', 'age', 'gp', 'net_rating'), ('Rafer Alston', 'ast', 'ast_pct', 'pts'), ('Robert Archibald', 'player_height', 'player_weight', 'oreb_pct'), ('Milt Palacio', 'ast_pct', 'ast', 'gp')]",1
"[('Jason Williams', 'ast', 'ast_pct', 'gp'), ('Jason Collier', 'player_height', 'player_weight', 'oreb_pct'), ('Larry Robinson', 'dreb_pct', 'age', 'net_rating'), ('Ryan Humphrey', 'oreb_pct', 'player_weight', 'dreb_pct'), ('Jason Richardson', 'pts', 'usg_pct', 'ast')]",1
"[('David Robinson', 'age', 'reb', 'player_height'), ('Jerry Stackhouse', 'usg_pct', 'pts', 'ast'), ('Scot Pollard', 'reb', 'player_weight', 'dreb_pct'), ('Ray Allen', 'pts', 'ast', 'ts_pct'), ('Mike Miller', 'pts', 'ast', 'net_rating')]",1
"[('Damon Stoudamire', 'ast', 'ast_pct', 'gp'), ('Tim Duncan', 'reb', 'pts', 'dreb_pct'), ('Mehmet Okur', 'oreb_pct', 'net_rating', 'player_height'), ('Lamar Odom', 'reb', 'pts', 'ast'), ('Reggie Evans', 'oreb_pct', 'dreb_pct', 'gp')]",1
"[('Sam Cassell', 'ast', 'ast_pct', 'pts'), ('Loren Woods', 'dreb_pct', 'player_height', 'oreb_pct'), ('Bimbo Coles', 'ast_pct', 'age', 'ast'), ('Bruno Sundov', 'player_height', 'usg_pct', 'player_weight'), ('Grant Long', 'age', 'player_weight', 'player_height')]",1
"[('Dan Langhi', 'player_height', 'nan', 'nan'), ('Michael Dickerson', 'pts', 'ast', 'usg_pct'), ('Dee Brown', 'age', 'nan', 'nan'), ('Malik Allen', 'player_weight', 'player_height', 'oreb_pct'), ('Corey Benjamin', 'dreb_pct', 'oreb_pct', 'nan')]",0
"[('Raef LaFrentz', 'player_height', 'net_rating', 'ts_pct'), ('Metta World Peace', 'usg_pct', 'pts', 'player_weight'), ('Andre Miller', 'ast', 'ast_pct', 'gp'), ('Caron Butler', 'pts', 'gp', 'reb'), ('Chucky Atkins', 'ast', 'gp', 'ast_pct')]",1
"[('Scott Padgett', 'net_rating', 'ts_pct', 'player_weight'), ('Cedric Henderson', 'net_rating', 'usg_pct', 'ts_pct'), ('Troy Bell', 'usg_pct', 'net_rating', 'oreb_pct'), ('Corie Blount', 'oreb_pct', 'age', 'reb'), ('Shammond Williams', 'ast_pct', 'age', 'ast')]",1
"[('Michael Ruffin', 'oreb_pct', 'player_weight', 'dreb_pct'), ('Toni Kukoc', 'age', 'player_height', 'ast_pct'), ('Rasual Butler', 'ts_pct', 'net_rating', 'usg_pct'), ('Malik Allen', 'player_weight', 'gp', 'player_height'), ('John Salmons', 'gp', 'ast_pct', 'nan')]",1
"[('Latrell Sprewell', 'pts', 'age', 'gp'), ('Ben Handlogten', 'oreb_pct', 'dreb_pct', 'ts_pct'), ('Samuel Dalembert', 'reb', 'oreb_pct', 'dreb_pct'), ('Jay Williams', 'ast_pct', 'ast', 'gp'), ('Gerald Wallace', 'oreb_pct', 'net_rating', 'usg_pct')]",1
"[('Clar. Weatherspoon', 'reb', 'dreb_pct', 'player_weight'), ('Lamond Murray', 'age', 'ts_pct', 'net_rating'), ('Tony Parker', 'ast', 'ast_pct', 'pts'), ('Larry Hughes', 'pts', 'ast', 'usg_pct'), ('Kurt Thomas', 'reb', 'dreb_pct', 'gp')]",1
"[('Nick Van Exel', 'ast', 'ast_pct', 'usg_pct'), ('Greg Foster', 'dreb_pct', 'player_height', 'age'), ('Jared Jeffries', 'gp', 'player_height', 'reb'), ('Keith Bogans', 'gp', 'reb', 'oreb_pct'), ('Sam Cassell', 'ast', 'ast_pct', 'pts')]",1
"[('Juwan Howard', 'pts', 'reb', 'usg_pct'), ('Jalen Rose', 'ast', 'pts', 'ast_pct'), ('A.J. Guyton', 'ast_pct', 'usg_pct', 'ast'), ('Keith Van Horn', 'pts', 'reb', 'usg_pct'), ('Samuel Dalembert', 'reb', 'dreb_pct', 'gp')]",1
"[('John Stockton', 'ast', 'ast_pct', 'age'), ('Damon Jones', 'net_rating', 'ast_pct', 'ts_pct'), ('Adam Harrington', 'ast_pct', 'nan', 'nan'), ('Jason Collier', 'oreb_pct', 'player_height', 'player_weight'), ('Antonio Harvey', 'player_height', 'player_weight', 'age')]",0
"[('Jaren Jackson', 'age', 'nan', 'nan'), ('Nene', 'player_weight', 'oreb_pct', 'player_height'), ('Vlade Divac', 'age', 'oreb_pct', 'player_height'), ('Tony Smith', 'age', 'ast_pct', 'usg_pct'), ('Randy Brown', 'ast_pct', 'age', 'ast')]",0
"[('Ryan Humphrey', 'oreb_pct', 'dreb_pct', 'player_weight'), ('Wesley Person', 'age', 'ts_pct', 'pts'), ('Speedy Claxton', 'ast', 'ast_pct', 'net_rating'), ('Zan Tabak', 'player_height', 'player_weight', 'dreb_pct'), ('Steven Hunter', 'player_height', 'ts_pct', 'oreb_pct')]",1
"[('Robert Traylor', 'player_weight', 'oreb_pct', 'gp'), ('Rick Brunson', 'ast_pct', 'age', 'nan'), ('Brad Miller', 'reb', 'pts', 'player_height'), ('Jahidi White', 'player_weight', 'oreb_pct', 'dreb_pct'), ('Olumide Oyedeji', 'dreb_pct', 'player_height', 'player_weight')]",1
"[('Zach Randolph', 'reb', 'pts', 'usg_pct'), ('Rick Fox', 'gp', 'age', 'ast'), ('Aaron Williams', 'reb', 'gp', 'dreb_pct'), ('Vince Carter', 'usg_pct', 'pts', 'ast'), ('Mark Jackson', 'ast', 'ast_pct', 'age')]",1
"[('Ryan Bowen', 'gp', 'oreb_pct', 'player_height'), ('Nick Van Exel', 'ast', 'ast_pct', 'age'), ('Courtney Alexander', 'usg_pct', 'ts_pct', 'pts'), ('Brian Cardinal', 'player_weight', 'player_height', 'oreb_pct'), ('Adonal Foyle', 'dreb_pct', 'player_weight', 'oreb_pct')]",1
"[('Corliss Williamson', 'player_weight', 'usg_pct', 'pts'), ('P.J. Brown', 'reb', 'age', 'player_height'), ('Elton Brand', 'reb', 'oreb_pct', 'pts'), ('Dee Brown', 'age', 'ts_pct', 'ast_pct'), ('Jacque Vaughn', 'gp', 'age', 'ast_pct')]",1
"[('Cuttino Mobley', 'pts', 'usg_pct', 'gp'), ('Larry Hughes', 'pts', 'ast', 'gp'), ('Brian Grant', 'reb', 'player_weight', 'age'), ('Darius Songaila', 'oreb_pct', 'net_rating', 'player_weight'), ('Raul Lopez', 'ast_pct', 'ast', 'gp')]",1
"[('Jamaal Tinsley', 'ast', 'ast_pct', 'gp'), ('LaPhonso Ellis', 'oreb_pct', 'gp', 'reb'), ('Jelani McCoy', 'oreb_pct', 'player_height', 'player_weight'), ('Marcus Fizer', 'usg_pct', 'player_weight', 'oreb_pct'), ('Greg Foster', 'age', 'player_height', 'dreb_pct')]",1
"[('Mahmoud Abdul-Rauf', 'usg_pct', 'ast_pct', 'age'), ('Mark Pope', 'player_height', 'player_weight', 'age'), ('Austin Croshere', 'dreb_pct', 'player_height', 'player_weight'), ('Wang Zhi-zhi', 'player_height', 'net_rating', 'ts_pct'), ('Jason Collins', 'player_height', 'player_weight', 'gp')]",0
"[('Derrick Coleman', 'reb', 'age', 'player_weight'), ('Scott Padgett', 'net_rating', 'ts_pct', 'player_weight'), ('Reece Gaines', 'nan', 'nan', 'nan'), ('Rafer Alston', 'ast_pct', 'ast', 'usg_pct'), ('Chucky Brown', 'age', 'dreb_pct', 'player_height')]",0
"[('Tim Thomas', 'player_height', 'pts', 'gp'), ('Jamaal Magloire', 'reb', 'dreb_pct', 'oreb_pct'), ('Bryon Russell', 'age', 'gp', 'ts_pct'), ('Maciej Lampe', 'player_height', 'usg_pct', 'player_weight'), ('Chucky Atkins', 'ast', 'gp', 'ast_pct')]",1
"[('Will Solomon', 'usg_pct', 'ast_pct', 'gp'), ('Jeff Foster', 'oreb_pct', 'reb', 'net_rating'), ('Casey Jacobsen', 'gp', 'net_rating', 'ts_pct'), ('Travis Hansen', 'oreb_pct', 'net_rating', 'nan'), ('Nazr Mohammed', 'oreb_pct', 'dreb_pct', 'usg_pct')]",1
"[('Tracy Murray', 'usg_pct', 'age', 'player_weight'), ('Earl Boykins', 'ast_pct', 'gp', 'usg_pct'), ('Mark Jackson', 'ast_pct', 'age', 'ast'), ('Quinton Ross', 'gp', 'nan', 'nan'), ('Travis Knight', 'oreb_pct', 'player_height', 'player_weight')]",0
"[('Jamal Sampson', 'dreb_pct', 'oreb_pct', 'player_height'), ('Corey Maggette', 'pts', 'usg_pct', 'reb'), ('Rashard Lewis', 'pts', 'reb', 'gp'), ('Evan Eschmeyer', 'oreb_pct', 'dreb_pct', 'player_weight'), ('Avery Johnson', 'age', 'ast_pct', 'ast')]",1
"[('Scot Pollard', 'oreb_pct', 'net_rating', 'player_weight'), ('Derek Anderson', 'ast', 'ast_pct', 'age'), ('Samuel Dalembert', 'reb', 'oreb_pct', 'dreb_pct'), ('Dan Dickau', 'ast_pct', 'usg_pct', 'nan'), ('Frank Williams', 'ast_pct', 'net_rating', 'ast')]",1
"[('Trenton Hassell', 'gp', 'ast', 'pts'), ('Steve Nash', 'ast', 'ast_pct', 'pts'), ('Travis Knight', 'player_height', 'oreb_pct', 'player_weight'), ('JR Smith', 'gp', 'usg_pct', 'pts'), ('Donyell Marshall', 'reb', 'pts', 'oreb_pct')]",0
"[('Gordan Giricek', 'gp', 'pts', 'ts_pct'), ('Chris Mihm', 'oreb_pct', 'player_weight', 'dreb_pct'), ('Steve Blake', 'ast_pct', 'gp', 'ast'), ('Erick Strickland', 'ast_pct', 'net_rating', 'usg_pct'), ('Kobe Bryant', 'pts', 'usg_pct', 'ast')]",1
"[('Michael Stewart', 'oreb_pct', 'player_height', 'dreb_pct'), ('Willie Green', 'usg_pct', 'ast_pct', 'nan'), ('David West', 'oreb_pct', 'dreb_pct', 'gp'), ('Don Reid', 'oreb_pct', 'player_weight', 'gp'), ('DeSagana Diop', 'player_weight', 'player_height', 'gp')]",1
"[('Rasho Nesterovic', 'net_rating', 'oreb_pct', 'player_height'), ('Adonal Foyle', 'player_weight', 'oreb_pct', 'gp'), ('Kenny Anderson', 'ast_pct', 'age', 'ast'), ('Bostjan Nachbar', 'player_height', 'net_rating', 'nan'), ('Viktor Khryapa', 'dreb_pct', 'player_height', 'nan')]",1
"[('Kevin Garnett', 'reb', 'pts', 'dreb_pct'), ('Erick Dampier', 'oreb_pct', 'player_weight', 'reb'), ('Alan Henderson', 'oreb_pct', 'reb', 'usg_pct'), ('Jamal Crawford', 'ast_pct', 'ast', 'gp'), ('Doug West', 'age', 'ast_pct', 'nan')]",1
